Codigo,Descripcion,Categoria,StockPrincipal,StockProduccion,StockTransformacion,CantidadPorCaja,NumeroCajas,Ubicacion,FechaExpedicion,DiasParaExpirar,FechaExpiracion,Proveedor,UltimaOrden,Detalles,Id,StockMinimo,StockMaximo,VidaUtilMeses,Notas,LotesJson
LGOIR-BETON/MARBLE12,"WEDGE BOLT 1/2""-13X2-3/4""",CHANTIER,8,0,0,1,8,E6L,XX,0,,N/A,,,1483,5,100,0,,[]
LGOIR-BETON/MARBLE13,"MANCHON ANCRAGE 1/2-13X2""",CHANTIER,3,0,0,1,3,CONTAINER CHANTIER,XX,0,,N/A,,,1484,5,100,0,,[]
LGOIR-BETON/MARBLE14,"OUTIL INSTAL ANCRAGES PROFONDS 1/2""",CHANTIER,1,0,0,1,1,CONTAINER CHANTIER,XX,0,,N/A,,,1485,5,100,0,,[]
LGOIR-PROTECTION14,CUT RESISTANT  HPPE SLEEVE BLACK/MANCHES DE PROTECTION NOIR,USINE,14,0,0,1,14,ETOPC,XX,0,,N/A,,,1486,5,100,0,,[]
LGOIR-PROTECTION15,CUT RESISTANT  SLEEVE WHITE/MANCHES DE PROTECTION BLANCHES,USINE,160,0,0,40,4,ETOPC,XX,0,,N/A,,,1487,5,100,0,,[]
LGOIR-PACKING5,"ROULEAUX DE FILM DE POLYETHYLENE RENFORCE� 6 mil, 20 pi x 100 pi",CRATAGE,8,0,0,1,8,CRATAGE,XX,0,,ULINE,Waiting,,1488,5,100,0,,[]
LGOIR-PLASTIC/ACCESORY11,BLACK BTN PLUG,USINE,18660,0,0,5000,3.732,ETOPC,XX,0,,N/A,,,1489,5,100,0,,[]
LGOIR-SPARE/CARPENTEER7,WIRE WELD COIL NAILS/ CLOUS EN BOBINE N04-205P,CRATAGE,31500,0,0,4500,7,"G,CRATAGE",XX,0,,N/A,,,1490,5,100,0,,[]
LGOIR-LITTLE PIECE/PACKING21,STEEL STRAPPING SEALS  S-828 3/4 OPEN METAL SEALS,CRATAGE,5000,0,0,1000,5,G,XX,0,,N/A,,,1491,5,100,0,,[]
LGOIR-TOOL9910,POIGNEE DE DRILL,USINE,3,0,0,1,3,ARMOIRE AVEC CLE,XX,0,,N/A,,,1492,5,100,0,,[]
LGOIR-CARPEINTEER8,"PLYWOOD 3/4"" X 4' X 8'",CRATAGE/CHANTIER/USINE,25,0,0,1,25,CRATAGE,XX,0,,N/A,,,1493,5,100,0,,[]
LGOIR-CARPEINTEER9,"PLYWOOD 3/8""",FNINITON/CRETAGE,21,0,0,1,21,CRETAGE,XX,0,,LEFEBVRE ET BENOIT,46093,,1494,5,100,0,,[]
18-FEPL-408-58-GR,FEUILLES DE PLASTIQUE RECYCLE,CRATAGE,66,0,0,35,1.88571429,CRATAGE,XX,0,,N/A,,,1495,5,100,0,,[]
LGOIR-TOOL7710,"HIGH CONTRAST SQUARE 7""/EQUERRE A HAUT CONTRASTE 7""",USINE,1,0,0,1,1,ARMOIRE AVEC CLE,XX,0,,N/A,,,1496,5,100,0,,[]
18-TRAO-24V-5A-SE,TRANSFO LED 120W 24V 4 SORTIES (vieu connecteur),ELECTRIC,7,0,0,1,7,ARMOIRE DU M. ELECTRIQUE,XX,0,,N/A,,,1497,5,100,0,,[]
LGOIR-MISC1,"2"" X 75' WHITE VELCRO STRIPS HOOKS TAPE",ORGANIZATION,1,0,0,1,1,ARMOIRE DU M. ELECTRIQUE,XX,0,,N/A,,,1498,5,100,0,,[]
LGOIR-MISC2,BLACK STICKY BACK FASTENERS/ATTACHES AUTOCOLLANTES,ORGANIZATION,1,0,0,1,1,ARMOIRE DU M. ELECTRIQUE,XX,0,,N/A,,,1499,5,100,0,,[]
LGOIR-MISC3,TAPIS DE PROTECTION DE NICHE 11x11 NOIR,FINITION,10043,0,0,300,33.4766667,"ETOPC, CONTAINEUR AVEC RIDEAUX, BOX 22",XX,0,,N/A,,,1500,5,100,0,,[]
18-SNPB-VIS-XX-ZC,VIS A BOIS 10 X 5/8 TETE RONDE CARRE POUR SUPPORT NIVELEUR POUR BASE-VIS-MILL FINISH,CRATAGE,6352,0,0,8000,0.794,E5C,XX,0,,N/A,,,1501,5,100,0,,[]
LGOIR-LITTLE PIECE/SPARE22,MECHE 3MM/BIT 3MM,EXTRUSION,116,0,0,1,116,ARMOIRE AVEC CLE T2,XX,0,,N/A,,,1502,5,100,0,,[]
LGOIR-LITTLE PIECE/SPARE23,MECHE 2MM/BIT 2MM,EXTRUSION,90,0,0,1,90,ARMOIRE AVEC CLE T2,XX,0,,N/A,,,1503,5,100,0,,[]
LGOIR-LITTLE PIECE/SPARE24,"POWER BIT HEX 3/32"" , 2""",EXTRUSION,25,0,0,1,25,ARMOIRE SANS CLE,XX,0,,TENAQUIP,46101,,1504,5,100,0,,[]
LGOIR-LITTLE PIECE/SPARE25,MECHE TX-25,USINE,33,0,0,1,33,ARMOIRE SANS CLE,XX,0,,N/A,,,1505,5,100,0,,[]
LGOIR-LITTLE PIECE/SPARE26,MECHE-TX15,USINE,56,0,0,1,56,ARMOIRE SANS CLE,XX,0,,N/A,,,1506,5,100,0,,[]
LGOIR-CARPENTEER10,"VIS A BOIS # 8 X 5/8 T. PLATE, PR.CAR.ZINC",FINITION,1000,0,0,100,10,ARMOIRE AVEC CLE,XX,0,,N/A,,,1507,5,100,0,,[]
LGOIR-LITTLE PIECE27,#8-32 UNC X1/2 VIS MACHINE T. RONDE COMBINEE ZINC,FINITION,200,0,0,100,2,ARMOIRE AVEC CLE,XX,0,,N/A,,,1508,5,100,0,,[]
LGOIR-PACKING6,"ROULEAUX DE FILM DE POLYETHYLENE RENFORCE� 6 mil, 12 pi x 100 pi",CRATAGE,2,0,0,1,2,CRATAGE,XX,0,,ULINE,46086,,1509,5,100,0,,[]
LGOIR-SECURITY3,CADENAS/PADLOCKS 5KABLU/ KEY2126,CHANTIER,10,0,0,450,0.02222222,ARMOIRE AVEC CLE,XX,0,,N/A,,,1510,5,100,0,,[]
LGOIR-BAK,CROCHET DE ALUMINIUM HORS ACUMATICA,ASSEMBLAGE,2,0,0,450,0.00444444,E1R,XX,0,,N/A,,,1511,5,100,0,,[]
LGOIR-OUTSIDE1,SEL DEGLACANTE,USINE,32,0,0,0,0,DEHORS,XX,0,,N/A,,,1512,5,100,0,,[]
LGOIR-CLEANING,GUENILLES  DE LINGES,USINE,4,0,0,0,4,J,XX,0,,N/A,,,1513,5,100,0,,[]
LGOIR-DRILL28,21/64 HSS JOBBER DRILL SPLIT POINT BLACK AND GOLD,USINE,8,0,0,0,8,ARMOIRE SANS CLE,XX,0,,N/A,,,1514,5,100,0,,[]
18-ANGL-202-025-01,"Quincaillerie - Angle M�tal 90 degr�s - 2"" x 2"" x 1/2"" - Mill Finish",QUINCAILLERIE/EXTRUSION,1310,0,0,0,1310,BOX 18,XX,0,,N/A,,,1515,5,100,0,,[]
18-ANPB-075-XX-ZC,"CORNIERE DE METAL/ STEEL BRACKET / EQUERRE METAL 75mm x 75mm MILL FINISH(ZINC) 3"" X 3"" 8cm",QUINCAILLERIE,400,0,0,0,4,E3L,XX,0,,N/A,,,1516,5,100,0,,[]
18-ANPB-050-XX-ZC,"CORNIERE DE METAL/ STEEL BRACKET / EQUERRE METAL 50mm x 50mm MILL FINISH(ZINC) 2"" X 2"" 5cm",QUINCAILLERIE,600,0,0,0,6,E3L,XX,0,,N/A,,,1517,5,100,0,,[]
18-SNPB-080-XX-ZC,SUPPORT NIVELEUR POUR BASE-080mm-MILL FINISH(BASE TOP PATTES),QUINCAILLERIE,116,0,0,0,2.32,CRETAGE,XX,0,,N/A,,,1518,5,100,0,,[]
18-SNPB-100-XX-ZC,SUPPORT NIVELEUR POUR BASE-100mm-MILL FINISH(BASE TOP PATTES),QUINCAILLERIE,1396,0,0,0,27.92,CRETAGE,XX,0,,RICHELIEU,46099,,1519,5,100,0,,[]
18-SNPB-090-XX-ZC,SUPPORT NIVELEUR POUR BASE-090mm-MILL FINISH(BASE TOP PATTES),QUINCAILLERIE,490,0,0,0,9.8,CRETAGE,XX,0,,N/A,,,1520,5,100,0,,[]
18-ANGL-101-125-01,"ANGLE METAL 1"" X 1"" X 1/8"" MILL FINISH",QUINCAILLERIE,215,0,0,0,1.075,A1,XX,0,,MAGNA,,,1521,5,100,0,,[]
18-ANGL-151-125-01,"ANGLE METAL -1 1/2"" X 1 1/2"" X 1/8  MILL FINISH",QUINCAILLERIE,178,0,0,0,2.37333333,"A1, ATOP",XX,0,,N/A,,,1522,5,100,0,,[]
18-FOMT-38S-25-NO,"FOAMTAPE 3/8"" X 25'",EXTRUSION,6400,0,0,0,4,EXTRUSION,XX,0,,N/A,,,1523,5,100,0,,[]
18-STRP-003-10-01,"STRIPS DE DOS - 3"" X 10.0' MILL FINISH",QUINCAILLERIE,1138,0,0,0,1138,"BIN 1, CONTAINER AVEC PORTES",XX,0,,MMS,46097,,1524,5,100,0,,[]
18-TIGF-124-10-01,TIGE FILLETE - 10-24 X10.0' MILL FINISH,FINITION,144,0,0,0,2.88,"E1C,A COTE DE L'ESCALIER",XX,0,,FASTENAL,46085,,1525,5,100,0,,[]
LGOIR-PEINT1,FLITRE POUR CABINE DE PEINTURE/HOBBY AIRBRUSH BOOTH FILTER,FINITION,12,0,0,0,3,ETOPC,XX,0,,N/A,,,1526,5,100,0,,[]
18-VTRX-124-78-XX,"VIS TORX NATUREL 10-24 X 7/8""",CHANTIER,4000,0,0,0,1,BOX 19,XX,0,,N/A,,,1527,5,100,0,,[]
18-VTRX-124-12-XX,"VIS TORX NATUREL 10-24 X 1/2""",CHANTIER,0,0,0,0,0,X,XX,0,,N/A,,,1528,5,100,0,,[]
18-VCMC-124-78-02,"VIS CMC BRONZE 10-24 X 7/8""",CHANTIER,560,0,0,0,0.81277213,E1R,XX,0,,N/A,,,1529,5,100,0,,[]
18-VTRX-832-12-04,"VIS TORX MARBLE 8-32 X 1/2""",CHANTIER,508,0,0,0,7.36231884,E5C,XX,0,,N/A,,,1530,5,100,0,,[]
18-VTRX-124-78-04,"VIS TORX MARBLE 10-24 X 7/8""",CHANTIER,97,0,0,0,1,E5C,XX,0,,N/A,,,1531,5,100,0,,[]
18-VTRX-124-12-NO,"VIS TORX NOIR 10-24 X 1/2""",CHANTIER,10252,0,0,0,189.851852,BOX 21,XX,0,,N/A,,,1532,5,100,0,,[]
18-VTRX-832-12-02,VIS TORX BRONZE 8-32 X 1/2,CHANTIER,218,0,0,0,1,E5C,XX,0,,N/A,,,1533,5,100,0,,[]
18-VCMC-124-12-NO,"VIS CMC NOIR 10-24 X 1/2""",CHANTIER,5,0,0,0,1,E5C,XX,0,,N/A,,,1534,5,100,0,,[]
LGOIR-PROTECTION16,RUBAN POUR MARCHES,USINE/SAFETY,2,0,0,0,2,ARMOIRE AVEC CLE,XX,0,,N/A,,,1535,5,100,0,,[]
LGOIR-LITTLE PIECE28,"NUTSET WITH MAGNET 1/4"" X 5/8""",FINITION,32,0,0,0,6.4,ARMOIRE AVEC CLE,XX,0,,N/A,,,1536,5,100,0,,[]
LGOIR-VABO-8-3,VIS A BOIS 8 X 3',CRATAGE,1500,0,0,0,1,E1R,XX,0,,N/A,,,1537,5,100,0,,[]
18-ROSE-PCI-20-41-ANCIEN (DR81012.20BRZ),ROSETTE PYRAMIDAL FINI ANTIQUE BRONZE 2 PATTES COLEUR ANCIEN(SPECIAL),CHANTIER,68,0,0,0,0.15111111,OUTSIDE BOX 6,XX,0,,N/A,,,1538,5,100,0,,[]
18-ROSE-PCI-40-41-ANCIEN (DR81012.40BRZ),ROSETTE PYRAMIDAL FINI ANTIQUE BRONZE 4 PATTES COLEUR ANCIEN(SPECIAL),CHANTIER,305,0,0,0,0.67777778,BOX 6,XX,0,,N/A,,,1539,5,100,0,,[]
FD-12S-18-MF-10/ 18-FDFF-112-18-SE,"CONNECTEUR VERTICAL MOLEX 10 SORTIES @ 12""",ELECTRIQUE,2,0,0,0,2,ARMOIRE ELECTRIQUE,XX,0,,N/A,,,1540,5,100,0,,[]
LGOIR-ang-cha-coin 1,"ANGLE SUPPORT 2"" X 2"" FOR PLASTIC BASE (COIN VITRE)",CHANTIER,781,0,0,0,0.781,BOX 27,XX,0,,N/A,,,1541,5,100,0,,[]
LGOIR-DRILL2018,"DRILL AND COUNTER SINK  1/8""/MECHE AVEC FRAISE",USINE,0,0,0,0,0,DESK,XX,0,,N/A,,,1542,5,100,0,,[]
LGOIR-SPARE14,VIGIL LIGHT FILS SPARE,ELECTRIQUE,14,0,0,0,14,ARMOIRE ELECTRIQUE,XX,0,,N/A,,,1543,5,100,0,,[]
LGOIR-LITTLE PIECE91,"#10-24 UNC X .257"" SHORT LGT BRASS PLAIN (REPARATION D'EXTRUTION)",USINE/EXTRUTION,200,0,0,0,2,ARMOIRE AVEC CLE,XX,0,,N/A,,,1544,5,100,0,,[]
LGOIR-TOOL-SCIS-MET01,STRAIGHT CUT AVIATION SNIP/CISAILLE D'AVIATION-COUPE RECTILIGNE (WISS),USINE,2,0,0,0,2,ARMOIRE AVEC CLE T3,XX,0,,N/A,,,1545,5,100,0,,[]
LGOIR-TOOL6610,"HIGH CONTRAST SQUARE 12""/EQUERRE A HAUT CONTRASTE 12""",USINE,1,0,0,0,1,ARMOIRE AVEC CLE,XX,0,,N/A,,,1546,5,100,0,,[]
LGOIR-LITTLEPIECE,STRIPPER BLADES/LAMES A DECAPER,USINE,2,0,0,0,2,ARMOIRE AVEC CLE T1,XX,0,,N/A,,,1547,5,100,0,,[]
LGOIR-TOOL5610,EQUERRE JOHNSON/SQUARE JOHNSON,USINE,1,0,0,0,1,ARMOIRE AVEC CLE,XX,0,,N/A,,,1548,5,100,0,,[]
LGOIR-BETON4,"TAPCON 1/4 X 8""",CHANTIER,50,0,0,0,1,ARMOIRE AVEC CLE,XX,0,,N/A,,,1549,5,100,0,,[]
18-VTRX-124-01-XX,"VIS TORX NATUREL 10-24 X 1""",CHANTIER,100,0,0,0,1,ARMOIRE AVEC CLE,XX,0,,N/A,,,1550,5,100,0,,[]
LGOIR-WH451,WASHER 5/8,CHANTIER,172,0,0,0,172,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1551,5,100,0,,[]
LGOIR-HX12461,HEX NUT PETIT DE 3/8,SHEAR,182,0,0,0,182,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1552,5,100,0,,[]
LGOIR-VS702345,10-24 UNC 1/2 VIS MACHINE T.PLATE,USINE,948,0,0,0,9.48,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1553,5,100,0,,[]
LGOIR-HXDDF65213,GRADE 2 HEX NYLON INSERT LOCK NUTS,USINE,85,0,0,0,85,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1554,5,100,0,,[]
LGOIR-S51245,SAE FLAT WASHERS,USINE,100,0,0,0,100,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1555,5,100,0,,[]
LGOIR-BO194,307 A CARRIAGE BOLT 2P 3/8 - 16 X 2,USINE,35,0,0,0,35,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1556,5,100,0,,[]
LGOIR-V134734S,VIS MECANIQUE 10-24 X 1/2 FLAT SOCKET,USINE,400,0,0,0,400,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1557,5,100,0,,[]
LGOIR-V134780946D,10-24 X 3/8 FLAT PT SOCKET SET SCREW,USINE,1086,0,0,0,1086,"BOITE TRANSPARENT PLASTIQUE CONT CHANT, ARMOIRE AVEC CLE T3",XX,0,,N/A,,,1558,5,100,0,,[]
LGOIR-VTNASDG1245,"VIS TORX NATUREL 10-24 X 1""",USINE,236,0,0,0,236,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1559,5,100,0,,[]
LGOIR-STPRA351,SEE THROUGH POUR ROSETTES ANCIEN,USINE,73,0,0,0,73,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1560,5,100,0,,[]
LGOIR-29914ASDFG,10-24 UNC 3/4 VIS MACHINE TETE PLATE CARRE ZINC,USINE,2633,0,0,0,2633,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1561,5,100,0,,[]
LGOIR-VTP1512,8-32 UNC X 3/8 VIS D'ARRET 6 PTE CONIQUE,USINE,1000,0,0,0,1000,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1562,5,100,0,,[]
LGOIR-125233VT,VIS TORX BRONZE 10-24 7/8,USINE,111,0,0,0,0,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1563,5,100,0,,[]
LGOIR-LC15NT,LOCK NUTS 5/16-18,USINE,47,0,0,0,47,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1564,5,100,0,,[]
LGOIR-ANC152MACH,ANCRAGE DE LA MACHINE  (MAKO),USINE,1,0,0,0,1,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1565,5,100,0,,[]
LGOIR-125FQ5GA,CALK IN 10 X 24 MCM,USINE,16,0,0,0,16,BOITE TRANSPARENT PLASTIQUE CONT CHANTIER,XX,0,,N/A,,,1566,5,100,0,,[]
18-TRAM-24V-1A-SE,Transformateur - 24V - 120W - 0.5Amps -1 sortie MOLEX (SEP),CHANTIER,31,0,0,0,31,ARMOIRE ELECTRIQUE,XX,0,,N/A,,,1567,5,100,0,,[]
18-BLED-200-4K-06-SE,BARRE DE LED 06 4000K,CHANTIER,96,0,0,0,1.92,ARMOIRE ELECTRIQUE,XX,0,,N/A,,,1568,5,100,0,,[]
18-BLED-200-4K-10-SE,BARRE DE LED 10 4000K,ELECTRIQUE,99,0,0,0,1.98,ARMOIRE ELECTRIQUE,XX,0,,N/A,,,1569,5,100,0,,[]
18-RLED-200-4K-03-SE,"RONDELLE LED  3""  4000K",ELECTRIQUE,1,0,0,0,0.02,ARMOIRE ELECTRIQUE,XX,0,,N/A,,,1570,5,100,0,,[]
18-ROSE-PCI-00-42,ROSETTE PYRAMIDAL 4 PATTES FINI ETAIN,CHANTIER,100,0,0,0,0.22222222,BOX 27,XX,0,,N/A,,,1571,5,100,0,,[]
LGOIR-CHV-02,CACHE VIS ARGENT,EXTRUSION,248,0,0,0,248,ARMOIRE AVEC CLE T2,XX,0,,N/A,,,1572,5,100,0,,[]
18-CMCA-01S-10-01,"Extrusion 1 1/2"" - CMCA-01 - Standard 10,5' - Mill Finish",EXTRUSION,16,0,0,0,0.05333333,BIN 2,XX,0,,N/A,,,1573,5,100,0,,[]
18-CMCA-01S-10-03,"Extrusion 1 1/2"" - CMCA-01 - Standard 10,5' - Dark Bronze",EXTRUSION,122,0,0,0,0.40666667,BIN 2,XX,0,,N/A,,,1574,5,100,0,,[]
18-CMCA-01S-10-04,"Extrusion 1 1/2"" - CMCA-01 - Standard 10,5' - Gold",EXTRUSION,184,0,0,0,0.61333333,BIN 2,XX,0,,N/A,,,1575,5,100,0,,[]
18-CMCA-01S-10-07,"Extrusion 1 1/2"" - CMCA-01 - Standard 10,5' - Noir",EXTRUSION,32,0,0,0,0.10666667,BIN 2,XX,0,,N/A,,,1576,5,100,0,,[]
18-CMCA-01S-21-01,"Extrusion 1 1/2"" - CMCA-01 - Standard 21,0' - Mill Finish",EXTRUSION,14,0,0,0,0.04666667,BIN 2,XX,0,,N/A,,,1577,5,100,0,,[]
18-CMCA-01S-21-02,"Extrusion 1 1/2"" - CMCA-01 - Standard 21,0' - Light Bronze",EXTRUSION,173,0,0,0,0.57666667,BIN 2,XX,0,,N/A,,,1578,5,100,0,,[]
18-CMCA-01S-21-05,"Extrusion 1 1/2"" - CMCA-01 - Standard 21,0' - Champagne",EXTRUSION,117,0,0,0,0.39,BIN 2,XX,0,,N/A,,,1579,5,100,0,,[]
18-CMCA-01S-21-06,"Extrusion 1 1/2"" - CMCA-01 - Standard 21,0' - Satin Clair",EXTRUSION,60,0,0,0,0.2,BIN 2,XX,0,,N/A,,,1580,5,100,0,,[]
18-CMCA-01S-21-30,"Extrusion 1 1/2"" - CMCA-01 - Standard 21,0' - Bronze Antique",EXTRUSION,22,0,0,0,0.07333333,BIN 2,XX,0,,N/A,,,1581,5,100,0,,[]
18-CMCA-02S-10-01,"Extrusion 0 5/8"" - CMCA-02 - Standard 10,5' - Mill Finish",EXTRUSION,273,0,0,0,0.91,BIN 2,XX,0,,N/A,,,1582,5,100,0,,[]
18-CMCA-02S-10-02,"Extrusion 0 5/8"" - CMCA-02 - Standard 10,5' - Light Bronze",EXTRUSION,90,0,0,0,0.3,BIN 2,XX,0,,N/A,,,1583,5,100,0,,[]
18-CMCA-02S-10-03,"Extrusion 0 5/8"" - CMCA-02 - Standard 10,5' - Dark Bronze",EXTRUSION,280,0,0,0,0.93333333,BIN 2,XX,0,,N/A,,,1584,5,100,0,,[]
18-CMCA-02S-10-04,"Extrusion 0 5/8"" - CMCA-02 - Standard 10,5' - Gold",EXTRUSION,480,0,0,0,1.6,BIN 2,XX,0,,N/A,,,1585,5,100,0,,[]
18-CMCA-02S-10-05,"Extrusion 0 5/8"" - CMCA-02 - Standard 10,5' - Champagne",EXTRUSION,82,0,0,0,0.27333333,BIN 2,XX,0,,N/A,,,1586,5,100,0,,[]
18-CMCA-02S-10-06,"Extrusion 0 5/8"" - CMCA-02 - Standard 10,5' - Satin Clair",EXTRUSION,114,0,0,0,0.38,BIN 2,XX,0,,N/A,,,1587,5,100,0,,[]
18-CMCA-02S-10-07,"Extrusion 0 5/8"" - CMCA-02 - Standard 10,5' - Noir",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1588,5,100,0,,[]
18-CMCA-02X-12-02,"Extrusion 0 5/8"" - CMCA-02 - Coupe Interne SHOP 12"" - Light Bronze",EXTRUSION,747,0,0,0,2.49,BIN 2,XX,0,,N/A,,,1589,5,100,0,,[]
18-CMCA-02X-12-03,"Extrusion 0 5/8"" - CMCA-02 - Coupe Interne SHOP 12"" - Dark Bronze",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1590,5,100,0,,[]
18-CMCA-02X-12-04,"Extrusion 0 5/8"" - CMCA-02 - Coupe Interne SHOP 12"" - Gold",EXTRUSION,94,0,0,0,0.31333333,BIN 2,XX,0,,N/A,,,1591,5,100,0,,[]
18-CMCA-02X-14-02,"Extrusion 0 5/8"" - CMCA-02 - Coupe Interne SHOP 14"" - Light Bronze",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1592,5,100,0,,[]
18-CMCA-03S-10-01,"Extrusion 1 1/2"" - CMCA-03 - Standard 10,5' - Mill Finish",EXTRUSION,43,0,0,0,0.14333333,BIN 2,XX,0,,N/A,,,1593,5,100,0,,[]
18-CMCA-03S-10-04,"Extrusion 1 1/2"" - CMCA-03 - Standard 10,5' - Gold",EXTRUSION,151,0,0,0,0.50333333,BIN 2,XX,0,,N/A,,,1594,5,100,0,,[]
18-CMCA-03S-10-05,"Extrusion 1 1/2"" - CMCA-03 - Standard 10,5' - Champagne",EXTRUSION,6,0,0,0,0.02,BIN 2,XX,0,,N/A,,,1595,5,100,0,,[]
18-CMCA-03S-21-01,"Extrusion 1 1/2"" - CMCA-03 - Standard 21,0' - Mill Finish",EXTRUSION,47,0,0,0,0.15666667,BIN 2,XX,0,,N/A,,,1596,5,100,0,,[]
18-CMCA-03S-21-02,"Extrusion 1 1/2"" - CMCA-03 - Standard 21,0' - Light Bronze",EXTRUSION,149,0,0,0,0.49666667,BIN 2,XX,0,,N/A,,,1597,5,100,0,,[]
18-CMCA-03S-21-03,"Extrusion 1 1/2"" - CMCA-03 - Standard 21,0' - Dark Bronze",EXTRUSION,12,0,0,0,0.04,BIN 2,XX,0,,N/A,,,1598,5,100,0,,[]
18-CMCA-03S-21-06,"Extrusion 1 1/2"" - CMCA-03 - Standard 21,0' - Satin Clair",EXTRUSION,8,0,0,0,0.02666667,BIN 2,XX,0,,N/A,,,1599,5,100,0,,[]
18-CMCA-03S-21-30,"Extrusion 1 1/2"" - CMCA-03 - Standard 21,0' - Bronze Antique",EXTRUSION,15,0,0,0,0.05,BIN 2,XX,0,,N/A,,,1600,5,100,0,,[]
18-CMCA-04S-10-01,"Extrusion 1 1/2"" - CMCA-04 - Standard 10,5' - Mill Finish",EXTRUSION,250,0,0,0,0.83333333,BIN 2,XX,0,,N/A,,,1601,5,100,0,,[]
18-CMCA-04S-10-03,"Extrusion 1 1/2"" - CMCA-04 - Standard 10,5' - Dark Bronze",EXTRUSION,106,0,0,0,0.35333333,BIN 2,XX,0,,N/A,,,1602,5,100,0,,[]
18-CMCA-04S-10-04,"Extrusion 1 1/2"" - CMCA-04 - Standard 10,5' - Gold",EXTRUSION,199,0,0,0,0.66333333,BIN 2,XX,0,,N/A,,,1603,5,100,0,,[]
18-CMCA-04S-10-05,"Extrusion 1 1/2"" - CMCA-04 - Standard 10,5' - Champagne",EXTRUSION,6,0,0,0,0.02,BIN 2,XX,0,,N/A,,,1604,5,100,0,,[]
18-CMCA-04S-21-01,"Extrusion 1 1/2"" - CMCA-04 - Standard 21,0' - Mill Finish",EXTRUSION,231,0,0,0,0.77,BIN 2,XX,0,,N/A,,,1605,5,100,0,,[]
18-CMCA-04S-21-02,"Extrusion 1 1/2"" - CMCA-04 - Standard 21,0' - Light Bronze",EXTRUSION,153,0,0,0,0.51,BIN 2,XX,0,,N/A,,,1606,5,100,0,,[]
18-CMCA-04S-21-06,"Extrusion 1 1/2"" - CMCA-04 - Standard 21,0' - Satin Clair",EXTRUSION,72,0,0,0,0.24,BIN 2,XX,0,,N/A,,,1607,5,100,0,,[]
18-CMCA-04S-21-30,"Extrusion 1 1/2"" - CMCA-04 - Standard 21,0' - Bronze Antique",EXTRUSION,17,0,0,0,0.05666667,BIN 2,XX,0,,N/A,,,1608,5,100,0,,[]
18-CMCA-05M-12-02,"Extrusion 0 5/8"" - CMCA-05 - Machin� 12"" - Light Bronze",EXTRUSION,4909,0,0,0,16.3633333,BIN 2,XX,0,,N/A,,,1609,5,100,0,,[]
18-CMCA-05M-12-03,"Extrusion 0 5/8"" - CMCA-05 - Machin� 12"" - Dark Bronze",EXTRUSION,169,0,0,0,0.56333333,BIN 2,XX,0,,N/A,,,1610,5,100,0,,[]
18-CMCA-05M-12-04,"Extrusion 0 5/8"" - CMCA-05 - Machin� 12"" - Gold",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1611,5,100,0,,[]
18-CMCA-05M-12-06,"Extrusion 0 5/8"" - CMCA-05 - Machin� 12"" - Satin Clair",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1612,5,100,0,,[]
18-CMCA-05M-18-02,"Extrusion 0 5/8"" - CMCA-05 - Machin� 18"" - Light Bronze",EXTRUSION,91,0,0,0,0.30333333,BIN 2,XX,0,,N/A,,,1613,5,100,0,,[]
18-CMCA-05S-10-01,"Extrusion 0 5/8"" - CMCA-05 - Standard 10,5' - Mill Finish",EXTRUSION,0,0,0,0,0,BIN 2,XX,0,,N/A,,,1614,5,100,0,,[]
18-CMCA-05S-10-02,"Extrusion 0 5/8"" - CMCA-05 - Standard 10,5' - Light Bronze",EXTRUSION,813,0,0,0,2.71,BIN 2,XX,0,,N/A,,,1615,5,100,0,,[]
18-CMCA-05S-10-03,"Extrusion 0 5/8"" - CMCA-05 - Standard 10,5' - Light Bronze",EXTRUSION,112,0,0,0,0.37333333,BIN 2,XX,0,,N/A,,,1616,5,100,0,,[]
